품종,등급,최고가,최저가,평균단가,날짜
미야비,5단,72900.0,72900.0,72900.0,2024년 10월 14일
미야비,6단,68800.0,68800.0,68800.0,2024년 10월 14일
미야비,7단,67000.0,67000.0,67000.0,2024년 10월 14일
미야비,8단,55000.0,55000.0,55000.0,2024년 10월 14일
미야비,상,59000.0,47000.0,56237.0,2024년 10월 14일
후브락스,보통,43900.0,36900.0,39050.0,2024년 10월 14일
케이원(K1),3단,139000.0,93200.0,125244.0,2024년 10월 14일
케이원(K1),8단,76600.0,76600.0,76600.0,2024년 10월 14일
후브락스,3단,70000.0,70000.0,70000.0,2024년 10월 14일
케이원(K1),4단,139800.0,87100.0,122518.0,2024년 10월 14일
후브락스,4단,88900.0,78000.0,81052.0,2024년 10월 14일
케이원(K1),보통,45900.0,39900.0,41250.0,2024년 10월 14일
요까,7단,56000.0,39000.0,47596.0,2024년 10월 14일
케이원(K1),7단,88900.0,66600.0,82470.0,2024년 10월 14일
후브락스,5단,99900.0,87700.0,92528.0,2024년 10월 14일
케이원(K1),5단,130900.0,93900.0,121630.0,2024년 10월 14일
미야비,보통,26000.0,24500.0,24962.0,2024년 10월 14일
챔피온부사,상,70000.0,53000.0,68881.0,2024년 10월 14일
케이원(K1),6단,100500.0,76000.0,96394.0,2024년 10월 14일
요까,상,49900.0,18900.0,36086.0,2024년 10월 14일
미안마,상,70200.0,51000.0,65637.0,2024년 10월 14일
엠부,4단,69900.0,56900.0,62052.0,2024년 10월 14일
엠부,5단,70300.0,58900.0,68424.0,2024년 10월 14일
엠부,6단,69900.0,56900.0,67522.0,2024년 10월 14일
엠부,7단,59900.0,40000.0,50945.0,2024년 10월 14일
엠부,8단,54000.0,37000.0,46400.0,2024년 10월 14일
엠부,상,57900.0,31200.0,49126.0,2024년 10월 14일
엠부,보통,39900.0,17900.0,30250.0,2024년 10월 14일
미안마,3단,64900.0,64900.0,64900.0,2024년 10월 14일
요까,보통,30000.0,17000.0,22911.0,2024년 10월 14일
엠부,3단,66000.0,56000.0,59996.0,2024년 10월 14일
미안마,6단,89900.0,72900.0,86662.0,2024년 10월 14일
미안마,5단,86800.0,73300.0,82750.0,2024년 10월 14일
후브락스,6단,97100.0,86200.0,93567.0,2024년 10월 14일
챔피온부사,7단,87700.0,87700.0,87700.0,2024년 10월 14일
챔피온부사,8단,80000.0,80000.0,80000.0,2024년 10월 14일
미안마,4단,78600.0,68800.0,72883.0,2024년 10월 14일
챔피온부사,5단,91300.0,91300.0,91300.0,2024년 10월 14일
챔피온부사,4단,77000.0,77000.0,77000.0,2024년 10월 14일
미안마,8단,73800.0,73800.0,73800.0,2024년 10월 14일
미안마,7단,80200.0,69000.0,79338.0,2024년 10월 14일
챔피온부사,6단,90800.0,90800.0,90800.0,2024년 10월 14일
홍로,8단,65900.0,18000.0,59751.0,2024년 10월 15일
요까,5단,67900.0,38900.0,58488.0,2024년 10월 15일
홍로,7단,73500.0,23200.0,62800.0,2024년 10월 15일
홍로,6단,92500.0,23600.0,74143.0,2024년 10월 15일
홍로,5단,82900.0,23600.0,69629.0,2024년 10월 15일
시나노골드,상,70000.0,29900.0,55093.0,2024년 10월 15일
홍로,3단,55000.0,23900.0,31675.0,2024년 10월 15일
시나노골드,보통,47000.0,20000.0,33680.0,2024년 10월 15일
시나노골드,8단,62400.0,47000.0,56134.0,2024년 10월 15일
시나노스위트,3단,65900.0,36900.0,53122.0,2024년 10월 15일
시나노스위트,4단,70900.0,18900.0,58288.0,2024년 10월 15일
양광,3단,129900.0,60000.0,95992.0,2024년 10월 15일
홍로,보통,51000.0,15000.0,29963.0,2024년 10월 15일
시나노스위트,5단,78900.0,20200.0,62546.0,2024년 10월 15일
시나노스위트,6단,75900.0,23000.0,60306.0,2024년 10월 15일
시나노스위트,7단,68000.0,18100.0,52727.0,2024년 10월 15일
시나노스위트,8단,59000.0,18000.0,47168.0,2024년 10월 15일
시나노골드,7단,69800.0,51500.0,61264.0,2024년 10월 15일
시나노골드,4단,83500.0,50000.0,74333.0,2024년 10월 15일
홍로,상,70000.0,17000.0,40317.0,2024년 10월 15일
홍로,4단,64000.0,18000.0,50275.0,2024년 10월 15일
시나노스위트,상,58900.0,17300.0,42028.0,2024년 10월 15일
양광,5단,135000.0,66300.0,105823.0,2024년 10월 15일
요까,3단,38900.0,38900.0,38900.0,2024년 10월 15일
시나노골드,6단,74900.0,52000.0,65407.0,2024년 10월 15일
감홍,4단,206000.0,58800.0,119201.0,2024년 10월 15일
감홍,5단,160000.0,57000.0,110078.0,2024년 10월 15일
감홍,6단,125500.0,55000.0,87243.0,2024년 10월 15일
감홍,7단,105000.0,42600.0,71041.0,2024년 10월 15일
감홍,보통,63000.0,13900.0,36573.0,2024년 10월 15일
감홍,8단,85000.0,38200.0,54375.0,2024년 10월 15일
감홍,상,128000.0,30000.0,76750.0,2024년 10월 15일
시나노골드,5단,78000.0,53000.0,69931.0,2024년 10월 15일
감홍,2단,163000.0,52400.0,99420.0,2024년 10월 15일
감홍,3단,217000.0,60000.0,123767.0,2024년 10월 15일
양광,4단,133000.0,60000.0,101829.0,2024년 10월 15일
양광,6단,110000.0,65200.0,85008.0,2024년 10월 15일
시나노스위트,보통,39900.0,15900.0,24517.0,2024년 10월 15일
양광,8단,75200.0,51900.0,63950.0,2024년 10월 15일
양광,상,86900.0,26900.0,65334.0,2024년 10월 15일
양광,보통,45900.0,18900.0,32095.0,2024년 10월 15일
시나노골드,2단,61500.0,61000.0,61250.0,2024년 10월 15일
시나노골드,3단,78200.0,62900.0,71452.0,2024년 10월 15일
양광,2단,86200.0,86200.0,86200.0,2024년 10월 15일
양광,7단,88900.0,59900.0,74350.0,2024년 10월 15일
시나노스위트,2단,49200.0,46900.0,47475.0,2024년 10월 15일
미야비,보통,41000.0,38900.0,40135.0,2024년 10월 15일
챔피온부사,7단,88900.0,86600.0,87175.0,2024년 10월 15일
미야비,4단,81900.0,81900.0,81900.0,2024년 10월 15일
챔피온부사,상,75500.0,66900.0,72921.0,2024년 10월 15일
루비에스,특,41900.0,41900.0,41900.0,2024년 10월 15일
챔피온부사,보통,49000.0,35000.0,42157.0,2024년 10월 15일
후브락스,3단,139000.0,79600.0,130326.0,2024년 10월 15일
후브락스,4단,139800.0,76900.0,120220.0,2024년 10월 15일
후브락스,5단,140500.0,88800.0,119480.0,2024년 10월 15일
후브락스,6단,129000.0,86600.0,110487.0,2024년 10월 15일
챔피온부사,6단,95900.0,91000.0,94539.0,2024년 10월 15일
챔피온부사,3단,98000.0,98000.0,98000.0,2024년 10월 15일
후브락스,보통,55900.0,23900.0,36855.0,2024년 10월 15일
미야비,5단,90000.0,90000.0,90000.0,2024년 10월 15일
미야비,상,71000.0,62200.0,68044.0,2024년 10월 15일
후브락스,상,88900.0,41000.0,77617.0,2024년 10월 15일
오토메,특,44900.0,20200.0,30080.0,2024년 10월 15일
챔피온부사,5단,94600.0,90000.0,92444.0,2024년 10월 15일
미야비,8단,73300.0,73300.0,73300.0,2024년 10월 15일
미야비,7단,78900.0,78900.0,78900.0,2024년 10월 15일
미야비,6단,87300.0,87300.0,87300.0,2024년 10월 15일
요까,4단,61200.0,36900.0,48382.0,2024년 10월 15일
후브락스,7단,98900.0,79900.0,86508.0,2024년 10월 15일
엠부,3단,81000.0,54900.0,67005.0,2024년 10월 15일
후브락스,8단,79000.0,69900.0,72933.0,2024년 10월 15일
챔피온부사,8단,79200.0,78000.0,78600.0,2024년 10월 15일
요까,7단,66000.0,42000.0,60462.0,2024년 10월 15일
요까,8단,58000.0,30000.0,51271.0,2024년 10월 15일
요까,상,55900.0,25600.0,42648.0,2024년 10월 15일
요까,보통,31000.0,18900.0,26251.0,2024년 10월 15일
엠부,2단,55900.0,55900.0,55900.0,2024년 10월 15일
챔피온부사,4단,98500.0,84000.0,90591.0,2024년 10월 15일
엠부,4단,91100.0,54000.0,72238.0,2024년 10월 15일
엠부,5단,98900.0,58900.0,85567.0,2024년 10월 15일
엠부,6단,95900.0,61900.0,81733.0,2024년 10월 15일
엠부,8단,51000.0,51000.0,51000.0,2024년 10월 15일
엠부,7단,72400.0,54000.0,66267.0,2024년 10월 15일
미안마,6단,116000.0,94600.0,106820.0,2024년 10월 15일
요까,6단,71000.0,36000.0,60282.0,2024년 10월 15일
미안마,8단,88900.0,76800.0,82837.0,2024년 10월 15일
미안마,7단,100500.0,90000.0,94102.0,2024년 10월 15일
미안마,보통,49600.0,34500.0,42236.0,2024년 10월 15일
미안마,5단,129000.0,94600.0,113424.0,2024년 10월 15일
미안마,4단,121000.0,89500.0,105162.0,2024년 10월 15일
엠부,보통,35900.0,28200.0,32820.0,2024년 10월 15일
엠부,상,79800.0,34500.0,57607.0,2024년 10월 15일
미안마,상,78900.0,67000.0,74074.0,2024년 10월 15일
홍로,7단,76600.0,40000.0,65565.0,2024년 10월 16일
홍로,6단,81100.0,34900.0,67928.0,2024년 10월 16일
홍로,5단,78900.0,36900.0,64468.0,2024년 10월 16일
홍로,4단,77900.0,34100.0,57733.0,2024년 10월 16일
양광,5단,132500.0,75900.0,111745.0,2024년 10월 16일
시나노골드,보통,46900.0,15900.0,29900.0,2024년 10월 16일
시나노스위트,8단,48000.0,36900.0,45817.0,2024년 10월 16일
홍로,8단,66900.0,36000.0,62178.0,2024년 10월 16일
시나노골드,8단,59900.0,38900.0,49804.0,2024년 10월 16일
홍로,2단,36900.0,36900.0,36900.0,2024년 10월 16일
홍로,상,67900.0,27600.0,46937.0,2024년 10월 16일
홍옥,7단,128900.0,110000.0,115727.0,2024년 10월 16일
홍옥,4단,80000.0,80000.0,80000.0,2024년 10월 16일
홍옥,5단,95000.0,95000.0,95000.0,2024년 10월 16일
홍옥,6단,118000.0,96900.0,110226.0,2024년 10월 16일
홍옥,8단,131900.0,115000.0,116635.0,2024년 10월 16일
홍옥,상,80000.0,38900.0,67495.0,2024년 10월 16일
홍옥,보통,75000.0,54100.0,55525.0,2024년 10월 16일
시나노스위트,3단,58900.0,54100.0,55700.0,2024년 10월 16일
시나노스위트,4단,63600.0,55200.0,60440.0,2024년 10월 16일
시나노골드,상,72200.0,23900.0,57082.0,2024년 10월 16일
시나노스위트,5단,67700.0,58900.0,66402.0,2024년 10월 16일
홍로,3단,70000.0,30000.0,51444.0,2024년 10월 16일
감홍,6단,139900.0,63900.0,103075.0,2024년 10월 16일
시나노골드,6단,82900.0,61000.0,69703.0,2024년 10월 16일
홍로,보통,50000.0,17100.0,35906.0,2024년 10월 16일
감홍,보통,70000.0,20000.0,44146.0,2024년 10월 16일
감홍,상,129000.0,25600.0,83613.0,2024년 10월 16일
감홍,8단,99900.0,62000.0,74777.0,2024년 10월 16일
감홍,7단,116900.0,60000.0,88120.0,2024년 10월 16일
감홍,2단,139900.0,71500.0,109137.0,2024년 10월 16일
감홍,5단,176000.0,66900.0,119744.0,2024년 10월 16일
감홍,4단,196800.0,65800.0,127724.0,2024년 10월 16일
감홍,3단,199900.0,76900.0,127648.0,2024년 10월 16일
양광,4단,118800.0,73600.0,100283.0,2024년 10월 16일
양광,3단,134500.0,64400.0,108024.0,2024년 10월 16일
시나노골드,5단,86000.0,58900.0,73402.0,2024년 10월 16일
양광,6단,115000.0,63900.0,101193.0,2024년 10월 16일
양광,7단,108900.0,50000.0,96586.0,2024년 10월 16일
양광,8단,89900.0,61000.0,81395.0,2024년 10월 16일
양광,상,84000.0,30200.0,66013.0,2024년 10월 16일
양광,보통,53900.0,18900.0,33172.0,2024년 10월 16일
시나노골드,2단,74000.0,71100.0,72650.0,2024년 10월 16일
시나노골드,3단,81000.0,62400.0,72773.0,2024년 10월 16일
시나노골드,4단,82000.0,54200.0,73339.0,2024년 10월 16일
시나노골드,7단,66900.0,35200.0,59186.0,2024년 10월 16일
시나노스위트,6단,63900.0,45600.0,62020.0,2024년 10월 16일
시나노스위트,7단,62000.0,56000.0,60685.0,2024년 10월 16일
후브락스,8단,77800.0,70000.0,73900.0,2024년 10월 16일
시나노스위트,상,62200.0,29900.0,48009.0,2024년 10월 16일
미안마,상,89000.0,17500.0,72267.0,2024년 10월 16일
후브락스,2단,115000.0,115000.0,115000.0,2024년 10월 16일
후브락스,3단,130000.0,86900.0,125468.0,2024년 10월 16일
후브락스,4단,133000.0,94600.0,119874.0,2024년 10월 16일
후브락스,5단,119000.0,98900.0,109946.0,2024년 10월 16일
후브락스,6단,110000.0,97700.0,103061.0,2024년 10월 16일
후브락스,7단,91500.0,78600.0,86015.0,2024년 10월 16일
미안마,5단,105000.0,94400.0,100646.0,2024년 10월 16일
후브락스,상,93400.0,70000.0,84926.0,2024년 10월 16일
케이원(K-1),4단,115600.0,115600.0,115600.0,2024년 10월 16일
후브락스,보통,53000.0,25600.0,35109.0,2024년 10월 16일
케이원(K-1),5단,122500.0,122500.0,122500.0,2024년 10월 16일
오토메,특,15500.0,15500.0,15500.0,2024년 10월 16일
케이원(K-1),6단,122900.0,122900.0,122900.0,2024년 10월 16일
루비에스,특,50000.0,50000.0,50000.0,2024년 10월 16일
오토메,보통,14500.0,14500.0,14500.0,2024년 10월 16일
오토메,특,20000.0,20000.0,20000.0,2024년 10월 16일
케이원(K-1),보통,56000.0,41000.0,49438.0,2024년 10월 16일
케이원(K-1),8단,88900.0,88900.0,88900.0,2024년 10월 16일
케이원(K-1),7단,112900.0,112900.0,112900.0,2024년 10월 16일
미안마,보통,44500.0,10000.0,22736.0,2024년 10월 16일
미안마,8단,76000.0,69900.0,74644.0,2024년 10월 16일
케이원(K-1),상,94900.0,77900.0,91842.0,2024년 10월 16일
미안마,6단,98900.0,94400.0,96592.0,2024년 10월 16일
엠부,8단,55000.0,55000.0,55000.0,2024년 10월 16일
엠부,2단,63600.0,63600.0,63600.0,2024년 10월 16일
시나노스위트,보통,30000.0,20900.0,24747.0,2024년 10월 16일
요까,3단,36900.0,36900.0,36900.0,2024년 10월 16일
요까,5단,59000.0,36900.0,51946.0,2024년 10월 16일
요까,6단,56000.0,35000.0,46791.0,2024년 10월 16일
요까,7단,51000.0,31000.0,44950.0,2024년 10월 16일
요까,8단,42000.0,29800.0,35900.0,2024년 10월 16일
요까,상,52000.0,24900.0,40162.0,2024년 10월 16일
요까,보통,28900.0,24200.0,27329.0,2024년 10월 16일
미안마,7단,91500.0,83000.0,85429.0,2024년 10월 16일
오토메,상,15500.0,15500.0,15500.0,2024년 10월 16일
요까,4단,59800.0,31600.0,47200.0,2024년 10월 16일
엠부,6단,77900.0,65900.0,73329.0,2024년 10월 16일
엠부,7단,61000.0,60000.0,60833.0,2024년 10월 16일
미안마,3단,115000.0,85500.0,108444.0,2024년 10월 16일
엠부,5단,78900.0,70000.0,76823.0,2024년 10월 16일
엠부,보통,45500.0,34100.0,36800.0,2024년 10월 16일
미안마,4단,110000.0,91000.0,104959.0,2024년 10월 16일
엠부,3단,67900.0,61900.0,66809.0,2024년 10월 16일
엠부,4단,74100.0,68000.0,72809.0,2024년 10월 16일
엠부,상,61900.0,41100.0,57479.0,2024년 10월 16일
시나노골드,2단,70000.0,65200.0,68400.0,2024년 10월 17일
양광,3단,141100.0,60200.0,113083.0,2024년 10월 17일
감홍,7단,110200.0,48900.0,98667.0,2024년 10월 17일
감홍,8단,96000.0,69900.0,88428.0,2024년 10월 17일
양광,6단,126000.0,70000.0,110417.0,2024년 10월 17일
감홍,상,136900.0,24100.0,84942.0,2024년 10월 17일
감홍,보통,90000.0,20200.0,43792.0,2024년 10월 17일
시나노골드,5단,82200.0,60000.0,73711.0,2024년 10월 17일
양광,보통,53300.0,12200.0,35019.0,2024년 10월 17일
양광,8단,89200.0,63000.0,76410.0,2024년 10월 17일
감홍,5단,189000.0,67000.0,123622.0,2024년 10월 17일
양광,상,96000.0,21500.0,72704.0,2024년 10월 17일
시나노골드,3단,81000.0,62000.0,71844.0,2024년 10월 17일
시나노골드,4단,83600.0,60000.0,73875.0,2024년 10월 17일
시나노골드,6단,75300.0,60000.0,69107.0,2024년 10월 17일
시나노골드,7단,69800.0,56100.0,64562.0,2024년 10월 17일
후브락스,2단,151100.0,151100.0,151100.0,2024년 10월 17일
양광,7단,113900.0,72500.0,97882.0,2024년 10월 17일
양광,4단,124900.0,66000.0,108423.0,2024년 10월 17일
양광,5단,130100.0,70000.0,114118.0,2024년 10월 17일
후브락스,8단,100000.0,69000.0,91560.0,2024년 10월 17일
후브락스,3단,157000.0,85700.0,132775.0,2024년 10월 17일
시나노골드,상,66900.0,26900.0,56394.0,2024년 10월 17일
미안마,4단,134000.0,96900.0,112643.0,2024년 10월 17일
미안마,보통,70000.0,33900.0,44232.0,2024년 10월 17일
미안마,3단,133900.0,78200.0,108738.0,2024년 10월 17일
미안마,5단,130000.0,99000.0,114569.0,2024년 10월 17일
미안마,6단,129900.0,98900.0,111628.0,2024년 10월 17일
미안마,7단,129900.0,88900.0,103051.0,2024년 10월 17일
미안마,8단,95200.0,70000.0,83154.0,2024년 10월 17일
시나노골드,8단,60000.0,47000.0,52256.0,2024년 10월 17일
미안마,상,100000.0,65900.0,88022.0,2024년 10월 17일
후브락스,4단,142000.0,104000.0,119952.0,2024년 10월 17일
후브락스,5단,139800.0,83900.0,118378.0,2024년 10월 17일
후브락스,6단,131500.0,85200.0,116851.0,2024년 10월 17일
후브락스,7단,120000.0,79000.0,111061.0,2024년 10월 17일
후브락스,상,102200.0,59000.0,87531.0,2024년 10월 17일
후브락스,보통,59900.0,26800.0,45500.0,2024년 10월 17일
감홍,2단,169300.0,76200.0,128412.0,2024년 10월 17일
감홍,3단,191100.0,85500.0,137065.0,2024년 10월 17일
감홍,4단,198000.0,75900.0,129420.0,2024년 10월 17일
엠부,4단,83900.0,59900.0,69131.0,2024년 10월 17일
감홍,6단,139000.0,69900.0,111042.0,2024년 10월 17일
시나노스위트,6단,70200.0,68900.0,69333.0,2024년 10월 17일
요까,보통,36900.0,11000.0,24413.0,2024년 10월 17일
요까,7단,65000.0,31000.0,53693.0,2024년 10월 17일
엠부,3단,79800.0,79800.0,79800.0,2024년 10월 17일
엠부,5단,86900.0,64500.0,69833.0,2024년 10월 17일
엠부,6단,81500.0,65100.0,68082.0,2024년 10월 17일
엠부,7단,60000.0,60000.0,60000.0,2024년 10월 17일
엠부,상,75900.0,41100.0,54230.0,2024년 10월 17일
엠부,보통,40100.0,38900.0,39414.0,2024년 10월 17일
케이원(K-1),5단,114000.0,102200.0,107624.0,2024년 10월 17일
케이원(K-1),4단,115700.0,98900.0,107983.0,2024년 10월 17일
케이원(K-1),7단,113900.0,99800.0,104795.0,2024년 10월 17일
케이원(K-1),8단,89900.0,89000.0,89700.0,2024년 10월 17일
케이원(K-1),상,93500.0,73800.0,85929.0,2024년 10월 17일
케이원(K-1),보통,46900.0,32600.0,43301.0,2024년 10월 17일
오토메,특,24000.0,24000.0,24000.0,2024년 10월 17일
케이원(K-1),6단,115600.0,103000.0,107994.0,2024년 10월 17일
요까,8단,58000.0,14200.0,42760.0,2024년 10월 17일
홍로,3단,53900.0,35000.0,39753.0,2024년 10월 17일
시나노골드,보통,40000.0,15900.0,29878.0,2024년 10월 17일
케이원(K-1),3단,110000.0,95100.0,98086.0,2024년 10월 17일
엠부,8단,54100.0,54100.0,54100.0,2024년 10월 17일
홍로,4단,63000.0,23000.0,47854.0,2024년 10월 17일
요까,6단,69000.0,29900.0,52329.0,2024년 10월 17일
홍로,8단,55000.0,31000.0,45025.0,2024년 10월 17일
홍로,5단,68900.0,17200.0,52239.0,2024년 10월 17일
홍로,6단,66900.0,17500.0,47279.0,2024년 10월 17일
홍로,7단,54000.0,15900.0,45596.0,2024년 10월 17일
홍로,보통,32600.0,12200.0,19525.0,2024년 10월 17일
시나노스위트,3단,60000.0,60000.0,60000.0,2024년 10월 17일
시나노스위트,4단,68900.0,68900.0,68900.0,2024년 10월 17일
시나노스위트,7단,64100.0,50000.0,60963.0,2024년 10월 17일
홍로,상,57100.0,12300.0,36330.0,2024년 10월 17일
시나노스위트,8단,48900.0,48900.0,48900.0,2024년 10월 17일
시나노스위트,상,53800.0,22500.0,47740.0,2024년 10월 17일
시나노스위트,보통,40000.0,16900.0,28759.0,2024년 10월 17일
요까,2단,23600.0,23600.0,23600.0,2024년 10월 17일
시나노스위트,5단,74100.0,51000.0,71618.0,2024년 10월 17일
요까,3단,52200.0,52200.0,52200.0,2024년 10월 17일
요까,5단,69900.0,35500.0,50154.0,2024년 10월 17일
요까,4단,50000.0,35900.0,38920.0,2024년 10월 17일
요까,상,56900.0,12000.0,33592.0,2024년 10월 17일
양광,4단,119900.0,70100.0,104616.0,2024년 10월 18일
양광,상,84000.0,24900.0,67467.0,2024년 10월 18일
시나노골드,6단,73900.0,50500.0,66186.0,2024년 10월 18일
홍옥,8단,136000.0,136000.0,136000.0,2024년 10월 18일
양광,8단,75900.0,63000.0,69450.0,2024년 10월 18일
시나노골드,3단,75900.0,60000.0,69778.0,2024년 10월 18일
양광,보통,41300.0,19800.0,34271.0,2024년 10월 18일
시나노골드,4단,79000.0,60000.0,72482.0,2024년 10월 18일
시나노골드,5단,79000.0,61900.0,71913.0,2024년 10월 18일
시나노골드,7단,63300.0,56000.0,60593.0,2024년 10월 18일
양광,7단,93200.0,66000.0,82550.0,2024년 10월 18일
시나노골드,보통,46000.0,17100.0,30152.0,2024년 10월 18일
홍옥,3단,105500.0,105500.0,105500.0,2024년 10월 18일
홍로,3단,46900.0,22900.0,39147.0,2024년 10월 18일
홍로,4단,55900.0,34100.0,45567.0,2024년 10월 18일
홍로,5단,78000.0,26900.0,57097.0,2024년 10월 18일
홍로,6단,77900.0,26900.0,55983.0,2024년 10월 18일
홍로,7단,78900.0,24100.0,63459.0,2024년 10월 18일
홍로,8단,64300.0,25900.0,58949.0,2024년 10월 18일
홍로,보통,55000.0,10100.0,28551.0,2024년 10월 18일
홍옥,4단,87000.0,87000.0,87000.0,2024년 10월 18일
양광,3단,129200.0,66500.0,95385.0,2024년 10월 18일
시나노골드,8단,54000.0,46000.0,52397.0,2024년 10월 18일
홍로,상,59000.0,21000.0,42834.0,2024년 10월 18일
양광,2단,84100.0,84100.0,84100.0,2024년 10월 18일
미안마,8단,79900.0,46900.0,71657.0,2024년 10월 18일
미안마,7단,119800.0,50000.0,87770.0,2024년 10월 18일
홍옥,5단,120000.0,120000.0,120000.0,2024년 10월 18일
시나노골드,상,64500.0,21500.0,52577.0,2024년 10월 18일
감홍,보통,75000.0,15500.0,41314.0,2024년 10월 18일
후브락스,4단,130100.0,90000.0,108422.0,2024년 10월 18일
후브락스,3단,134000.0,86200.0,111618.0,2024년 10월 18일
후브락스,2단,123300.0,123300.0,123300.0,2024년 10월 18일
미안마,보통,61100.0,18600.0,40041.0,2024년 10월 18일
미안마,5단,127000.0,47100.0,104419.0,2024년 10월 18일
미안마,6단,119800.0,40000.0,98477.0,2024년 10월 18일
미안마,4단,129800.0,59200.0,105451.0,2024년 10월 18일
후브락스,7단,119800.0,72000.0,95836.0,2024년 10월 18일
미안마,3단,137600.0,60200.0,100831.0,2024년 10월 18일
후브락스,5단,125900.0,93000.0,105973.0,2024년 10월 18일
감홍,7단,109000.0,48900.0,95786.0,2024년 10월 18일
후브락스,8단,83000.0,68900.0,74809.0,2024년 10월 18일
후브락스,상,93500.0,50000.0,80390.0,2024년 10월 18일
후브락스,보통,66000.0,31100.0,44620.0,2024년 10월 18일
감홍,2단,137000.0,76000.0,103395.0,2024년 10월 18일
감홍,3단,198000.0,77000.0,128991.0,2024년 10월 18일
미안마,상,102000.0,41000.0,77118.0,2024년 10월 18일
감홍,5단,189000.0,73900.0,126543.0,2024년 10월 18일
감홍,6단,143000.0,66900.0,109455.0,2024년 10월 18일
감홍,8단,93000.0,87000.0,89622.0,2024년 10월 18일
후브락스,6단,119000.0,80000.0,99624.0,2024년 10월 18일
홍옥,6단,131000.0,131000.0,131000.0,2024년 10월 18일
감홍,상,130000.0,31100.0,80812.0,2024년 10월 18일
양광,6단,103900.0,67900.0,96025.0,2024년 10월 18일
양광,5단,115900.0,70300.0,103427.0,2024년 10월 18일
감홍,4단,213300.0,75900.0,137972.0,2024년 10월 18일
엠부,보통,53900.0,25900.0,35591.0,2024년 10월 18일
챔피온부사,7단,75000.0,75000.0,75000.0,2024년 10월 18일
부사,7단,112300.0,80000.0,108711.0,2024년 10월 18일
부사,8단,73300.0,69000.0,71867.0,2024년 10월 18일
부사,상,92200.0,59000.0,78038.0,2024년 10월 18일
부사,보통,47000.0,40000.0,43210.0,2024년 10월 18일
로얄부사,4단,115900.0,115900.0,115900.0,2024년 10월 18일
로얄부사,5단,112000.0,112000.0,112000.0,2024년 10월 18일
로얄부사,6단,95500.0,95500.0,95500.0,2024년 10월 18일
로얄부사,상,91300.0,91100.0,91152.0,2024년 10월 18일
로얄부사,보통,65000.0,65000.0,65000.0,2024년 10월 18일
챔피온부사,3단,93900.0,93900.0,93900.0,2024년 10월 18일
챔피온부사,4단,96600.0,96600.0,96600.0,2024년 10월 18일
로얄부사,3단,112000.0,112000.0,112000.0,2024년 10월 18일
챔피온부사,6단,92000.0,92000.0,92000.0,2024년 10월 18일
케이원(K-1),7단,99800.0,81500.0,86846.0,2024년 10월 18일
부사,3단,123900.0,116900.0,119700.0,2024년 10월 18일
부사,4단,125900.0,99100.0,117405.0,2024년 10월 18일
케이원(K-1),상,90000.0,58800.0,71472.0,2024년 10월 18일
케이원(K-1),8단,78600.0,65000.0,72433.0,2024년 10월 18일
홍옥,7단,135000.0,135000.0,135000.0,2024년 10월 18일
케이원(K-1),6단,99200.0,79800.0,87929.0,2024년 10월 18일
케이원(K-1),5단,128000.0,79800.0,92549.0,2024년 10월 18일
케이원(K-1),4단,125000.0,63900.0,83496.0,2024년 10월 18일
챔피온부사,보통,50000.0,47900.0,48950.0,2024년 10월 18일
부사,5단,119000.0,100000.0,111429.0,2024년 10월 18일
챔피온부사,5단,96600.0,96600.0,96600.0,2024년 10월 18일
엠부,상,66900.0,38900.0,60383.0,2024년 10월 18일
챔피온부사,상,66000.0,56900.0,63813.0,2024년 10월 18일
홍옥,상,81100.0,55900.0,69700.0,2024년 10월 18일
엠부,4단,78900.0,50000.0,72175.0,2024년 10월 18일
홍옥,보통,77500.0,17900.0,38317.0,2024년 10월 18일
시나노스위트,3단,60000.0,55000.0,56586.0,2024년 10월 18일
시나노스위트,4단,68900.0,62100.0,64219.0,2024년 10월 18일
시나노스위트,5단,75000.0,57300.0,68460.0,2024년 10월 18일
시나노스위트,8단,58000.0,50200.0,57347.0,2024년 10월 18일
시나노스위트,상,56500.0,17000.0,42166.0,2024년 10월 18일
시나노스위트,보통,55500.0,12900.0,25796.0,2024년 10월 18일
요까,3단,39900.0,33000.0,36450.0,2024년 10월 18일
요까,4단,49200.0,28900.0,40956.0,2024년 10월 18일
케이원(K-1),보통,50000.0,29200.0,39466.0,2024년 10월 18일
시나노스위트,6단,70200.0,60300.0,67354.0,2024년 10월 18일
시나노스위트,7단,65200.0,54000.0,61568.0,2024년 10월 18일
엠부,8단,60200.0,60200.0,60200.0,2024년 10월 18일
부사,6단,106900.0,90000.0,104254.0,2024년 10월 18일
요까,6단,52900.0,28900.0,44767.0,2024년 10월 18일
요까,상,46900.0,24200.0,36388.0,2024년 10월 18일
요까,보통,42300.0,14500.0,25198.0,2024년 10월 18일
엠부,2단,67000.0,67000.0,67000.0,2024년 10월 18일
엠부,5단,79100.0,42500.0,72326.0,2024년 10월 18일
요까,8단,49000.0,30000.0,42667.0,2024년 10월 18일
엠부,6단,76900.0,46900.0,69660.0,2024년 10월 18일
요까,7단,56900.0,39900.0,50925.0,2024년 10월 18일
엠부,7단,68900.0,58000.0,64154.0,2024년 10월 18일
요까,5단,52900.0,28900.0,43733.0,2024년 10월 18일
엠부,3단,68900.0,52400.0,64105.0,2024년 10월 18일
